Grade,Teacher ID,Studio ID,Class Size,Student ID,Score,Out of,Percentage
4,E,18445058,24,24pandacorn24,4,6,0.67
4,E,18445058,24,2oo1sgr8,4,6,0.67
4,E,18445058,24,adastra28,5,6,0.83
4,E,18445058,24,basketballfan1000,4,6,0.67
4,E,18445058,24,birds605,6,6,1.0
4,E,18445058,24,blaze703570,5,6,0.83
4,E,18445058,24,catsareawesome789,4,6,0.67
4,E,18445058,24,christmas3000,6,6,1.0
4,E,18445058,24,clover7777,6,6,1.0
4,E,18445058,24,dolphin7600,4,6,0.67
4,E,18445058,24,flyingunicorn2468,4,6,0.67
4,E,18445058,24,influxmaster21,4,6,0.67
4,E,18445058,24,kingasparta35,5,6,0.83
4,E,18445058,24,kittyqueen231,5,6,0.83
4,E,18445058,24,luckystargirl09,4,6,0.67
4,E,18445058,24,panda48000,4,6,0.67
4,E,18445058,24,penguin88835,6,6,1.0
4,E,18445058,24,redbirdmoney3,4,6,0.67
4,E,18445058,24,redhero59,5,6,0.83
4,E,18445058,24,schoolno3411,2,6,0.33
4,E,18445058,24,shark730,5,6,0.83
4,E,18445058,24,tigergirl1156,4,6,0.67
4,E,18445058,24,turtleshavetails123,5,6,0.83
4,E,18445058,24,unicorn5087,6,6,1.0
5,C,18405108,25,grayscratchencore1,4,6,0.67
5,C,18405108,25,grayscratchencore10,5,6,0.83
5,C,18405108,25,grayscratchencore11,5,6,0.83
5,C,18405108,25,grayscratchencore12,4,6,0.67
5,C,18405108,25,grayscratchencore13,5,6,0.83
5,C,18405108,25,grayscratchencore14,6,6,1.0
5,C,18405108,25,grayscratchencore16,5,6,0.83
5,C,18405108,25,grayscratchencore17,6,6,1.0
5,C,18405108,25,grayscratchencore18,5,6,0.83
5,C,18405108,25,grayscratchencore19,4,6,0.67
5,C,18405108,25,grayscratchencore2,4,6,0.67
5,C,18405108,25,grayscratchencore20,5,6,0.83
5,C,18405108,25,grayscratchencore21,5,6,0.83
5,C,18405108,25,grayscratchencore23,5,6,0.83
5,C,18405108,25,grayscratchencore25,5,6,0.83
5,C,18405108,25,grayscratchencore26,6,6,1.0
5,C,18405108,25,grayscratchencore27,5,6,0.83
5,C,18405108,25,grayscratchencore28,5,6,0.83
5,C,18405108,25,grayscratchencore3,5,6,0.83
5,C,18405108,25,grayscratchencore4,6,6,1.0
5,C,18405108,25,grayscratchencore5,3,6,0.5
5,C,18405108,25,grayscratchencore6,4,6,0.67
5,C,18405108,25,grayscratchencore7,6,6,1.0
5,C,18405108,25,grayscratchencore8,5,6,0.83
5,C,18405108,25,grayscratchencore9,5,6,0.83
5,E,20149573,28,5thLRG10,4,6,0.67
5,E,20149573,28,5thLRG11,4,6,0.67
5,E,20149573,28,5thLRG12,2,6,0.33
5,E,20149573,28,5thLRG13,4,6,0.67
5,E,20149573,28,5thLRG14,5,6,0.83
5,E,20149573,28,5thLRG15,6,6,1.0
5,E,20149573,28,5thLRG16,5,6,0.83
5,E,20149573,28,5thLRG18,6,6,1.0
5,E,20149573,28,5thLRG19,4,6,0.67
5,E,20149573,28,5thLRG2,6,6,1.0
5,E,20149573,28,5thLRG20,4,6,0.67
5,E,20149573,28,5thLRG21,5,6,0.83
5,E,20149573,28,5thLRG22,6,6,1.0
5,E,20149573,28,5thLRG23,6,6,1.0
5,E,20149573,28,5thLRG24,3,6,0.5
5,E,20149573,28,5thLRG25,2,6,0.33
5,E,20149573,28,5thLRG26,6,6,1.0
5,E,20149573,28,5thLRG27,4,6,0.67
5,E,20149573,28,5thLRG28,4,6,0.67
5,E,20149573,28,5thLRG29,4,6,0.67
5,E,20149573,28,5thLRG3,6,6,1.0
