Grade,Teacher ID,Studio ID,Class Size,Student ID,Score,Out of,Percentage
5,C,18445922,26,grayscratchencore1,2.0,3,0.67
5,C,18445922,26,grayscratchencore10,3.0,3,1.0
5,C,18445922,26,grayscratchencore11,3.0,3,1.0
5,C,18445922,26,grayscratchencore13,3.0,3,1.0
5,C,18445922,26,grayscratchencore14,2.0,3,0.67
5,C,18445922,26,grayscratchencore15,2.0,3,0.67
5,C,18445922,26,grayscratchencore16,2.0,3,0.67
5,C,18445922,26,grayscratchencore17,2.0,3,0.67
5,C,18445922,26,grayscratchencore18,1.0,3,0.33
5,C,18445922,26,grayscratchencore19,2.0,3,0.67
5,C,18445922,26,grayscratchencore2,2.0,3,0.67
5,C,18445922,26,grayscratchencore20,3.0,3,1.0
5,C,18445922,26,grayscratchencore22,2.0,3,0.67
5,C,18445922,26,grayscratchencore23,2.0,3,0.67
5,C,18445922,26,grayscratchencore24,0.0,3,0.0
5,C,18445922,26,grayscratchencore25,0.0,3,0.0
5,C,18445922,26,grayscratchencore26,2.0,3,0.67
5,C,18445922,26,grayscratchencore27,2.0,3,0.67
5,C,18445922,26,grayscratchencore28,2.0,3,0.67
5,C,18445922,26,grayscratchencore3,3.0,3,1.0
5,C,18445922,26,grayscratchencore4,2.0,3,0.67
5,C,18445922,26,grayscratchencore5,3.0,3,1.0
5,C,18445922,26,grayscratchencore6,2.0,3,0.67
5,C,18445922,26,grayscratchencore7,3.0,3,1.0
5,C,18445922,26,grayscratchencore8,2.0,3,0.67
5,C,18445922,26,grayscratchencore9,2.0,3,0.67
5,E,18637686,26,5thLRG1,3.0,3,1.0
5,E,18637686,26,5thLRG10,3.0,3,1.0
5,E,18637686,26,5thLRG12,0.0,3,0.0
5,E,18637686,26,5thLRG13,3.0,3,1.0
5,E,18637686,26,5thLRG14,0.0,3,0.0
5,E,18637686,26,5thLRG15,1.0,3,0.33
5,E,18637686,26,5thLRG16,2.0,3,0.67
5,E,18637686,26,5thLRG18,0.0,3,0.0
5,E,18637686,26,5thLRG19,2.0,3,0.67
5,E,18637686,26,5thLRG2,3.0,3,1.0
5,E,18637686,26,5thLRG20,0.0,3,0.0
5,E,18637686,26,5thLRG21,0.0,3,0.0
5,E,18637686,26,5thLRG22,3.0,3,1.0
5,E,18637686,26,5thLRG23,2.0,3,0.67
5,E,18637686,26,5thLRG24,0.0,3,0.0
5,E,18637686,26,5thLRG25,0.0,3,0.0
5,E,18637686,26,5thLRG26,0.0,3,0.0
5,E,18637686,26,5thLRG27,0.0,3,0.0
5,E,18637686,26,5thLRG28,0.0,3,0.0
5,E,18637686,26,5thLRG29,0.0,3,0.0
5,E,18637686,26,5thLRG3,1.0,3,0.33
5,E,18637686,26,5thLRG30,0.0,3,0.0
5,E,18637686,26,5thLRG5,3.0,3,1.0
5,E,18637686,26,5thLRG6,0.0,3,0.0
5,E,18637686,26,5thLRG8,0.0,3,0.0
5,E,18637686,26,5thLRG9,3.0,3,1.0
5,H,19414231,9,12cgpoe301,0.0,3,0.0
5,H,19414231,9,14zhpoe301,2.0,3,0.67
5,H,19414231,9,15whpoe301,3.0,3,1.0
5,H,19414231,9,19mmpoe301,0.0,3,0.0
5,H,19414231,9,24lrpoe301,3.0,3,1.0
5,H,19414231,9,26ispoe301,2.0,3,0.67
5,H,19414231,9,2aapoe301,1.0,3,0.33
5,H,19414231,9,5ccpoe301,0.0,3,0.0
5,H,19414231,9,9kgpoe301,2.0,3,0.67
6,D,18422182,28,114H1,2.0,3,0.67
6,D,18422182,28,114H10,1.0,3,0.33
6,D,18422182,28,114H11,3.0,3,1.0
6,D,18422182,28,114H12,3.0,3,1.0
6,D,18422182,28,114H13,0.0,3,0.0
6,D,18422182,28,114H14,3.0,3,1.0
6,D,18422182,28,114H15,0.0,3,0.0
6,D,18422182,28,114H16,0.0,3,0.0
6,D,18422182,28,114H17,3.0,3,1.0
6,D,18422182,28,114H18,1.0,3,0.33
6,D,18422182,28,114H2,1.0,3,0.33
6,D,18422182,28,114H20,3.0,3,1.0
6,D,18422182,28,114H21,2.0,3,0.67
6,D,18422182,28,114H22,2.0,3,0.67
6,D,18422182,28,114H23,1.0,3,0.33
6,D,18422182,28,114H24,0.0,3,0.0
6,D,18422182,28,114H25,3.0,3,1.0
6,D,18422182,28,114H26,0.0,3,0.0
6,D,18422182,28,114H27,0.0,3,0.0
6,D,18422182,28,114H28,0.0,3,0.0
6,D,18422182,28,114H29,1.0,3,0.33
6,D,18422182,28,114H4,3.0,3,1.0
6,D,18422182,28,114H5,2.0,3,0.67
6,D,18422182,28,114H6,3.0,3,1.0
6,D,18422182,28,114H7,0.0,3,0.0
6,D,18422182,28,114H8,0.0,3,0.0
6,D,18422182,28,114H9,0.0,3,0.0
6,D,18422182,28,msboyd114,0.0,3,0.0
6,F,18639834,3,28JCL216,2.0,3,0.67
6,F,18639834,3,31JCL216,2.0,3,0.67
6,F,18639834,3,8JCL216,2.0,3,0.67
6,F,19404592,20,10JCL210,2.0,3,0.67
6,F,19404592,20,11JCL210,0.0,3,0.0
6,F,19404592,20,13JCL210,2.0,3,0.67
6,F,19404592,20,14JCL210,0.0,3,0.0
6,F,19404592,20,16JCL210,2.0,3,0.67
6,F,19404592,20,18JCL210,0.0,3,0.0
6,F,19404592,20,1JCL210,2.0,3,0.67
6,F,19404592,20,20JCL210,0.0,3,0.0
6,F,19404592,20,25JCL210,2.0,3,0.67
6,F,19404592,20,27JCL210,2.0,3,0.67
6,F,19404592,20,28JCL210,0.0,3,0.0
6,F,19404592,20,30JCL210,0.0,3,0.0
6,F,19404592,20,31JCL210,0.0,3,0.0
6,F,19404592,20,32JCL210,2.0,3,0.67
6,F,19404592,20,33JCL210,0.0,3,0.0
6,F,19404592,20,3JCL210,0.0,3,0.0
6,F,19404592,20,4JCL210,0.0,3,0.0
6,F,19404592,20,5JCL210,0.0,3,0.0
6,F,19404592,20,6JCL210,0.0,3,0.0
6,F,19404592,20,7JCL210,2.0,3,0.67
6,F,19418351,8,10JCL06,2.0,3,0.67
6,F,19418351,8,19JCL06,2.0,3,0.67
6,F,19418351,8,1JCL06,2.0,3,0.67
6,F,19418351,8,20JCL06,1.0,3,0.33
6,F,19418351,8,21JCL06,2.0,3,0.67
6,F,19418351,8,24JCL06,2.0,3,0.67
6,F,19418351,8,25JCL06,2.0,3,0.67
6,F,19418351,8,6JCL06,2.0,3,0.67
6,F,19441226,5,16JCL220,3.0,3,1.0
6,F,19441226,5,19JCL220,2.0,3,0.67
6,F,19441226,5,21JCL220,2.0,3,0.67
6,F,19441226,5,24JCL220,2.0,3,0.67
6,F,19441226,5,26JCL220,2.0,3,0.67
6,H,19442590,12,11cjpoe303,3.0,3,1.0
6,H,19442590,12,17znpoe303,0.0,3,0.0
6,H,19442590,12,19zppoe303,0.0,3,0.0
6,H,19442590,12,1oapoe303,2.0,3,0.67
6,H,19442590,12,20aspoe303,3.0,3,1.0
6,H,19442590,12,22lspoe303,2.0,3,0.67
6,H,19442590,12,23bspoe303,2.0,3,0.67
6,H,19442590,12,26ctpoe303,2.0,3,0.67
6,H,19442590,12,28mwpoe303,3.0,3,1.0
6,H,19442590,12,29awpoe303,0.0,3,0.0
6,H,19442590,12,4mcpoe303,0.0,3,0.0
6,H,19442590,12,8bgpoe303,2.0,3,0.67
7,A,20143901,19,Awesome21326,0.0,3,0.0
7,A,20143901,19,BABRAKABRA,0.0,3,0.0
7,A,20143901,19,DrCrooked,2.0,3,0.67
7,A,20143901,19,Dragonballz23,3.0,3,1.0
7,A,20143901,19,EB1290,0.0,3,0.0
7,A,20143901,19,OmegaLUL-123,2.0,3,0.67
7,A,20143901,19,PatrickStar091,3.0,3,1.0
7,A,20143901,19,RamenDire,3.0,3,1.0
7,A,20143901,19,RamenNoodleMan09,0.0,3,0.0
7,A,20143901,19,Reyos21,3.0,3,1.0
7,A,20143901,19,VlogerfromYT,2.0,3,0.67
7,A,20143901,19,WolfyTech19,3.0,3,1.0
7,A,20143901,19,astoria27,2.0,3,0.67
7,A,20143901,19,diepphi,0.0,3,0.0
7,A,20143901,19,fantastic18,2.0,3,0.67
7,A,20143901,19,lukeaqua9,3.0,3,1.0
7,A,20143901,19,mcbook,0.0,3,0.0
7,A,20143901,19,soccer17Ab,2.0,3,0.67
7,A,20143901,19,steezykane123,0.0,3,0.0
7,B,18405128,18,RC7A10,3.0,3,1.0
7,B,18405128,18,RC7A12,0.0,3,0.0
7,B,18405128,18,RC7A13,0.0,3,0.0
7,B,18405128,18,RC7A14,2.0,3,0.67
7,B,18405128,18,RC7A15,2.0,3,0.67
7,B,18405128,18,RC7A16,2.0,3,0.67
7,B,18405128,18,RC7A17,0.0,3,0.0
7,B,18405128,18,RC7A18,3.0,3,1.0
7,B,18405128,18,RC7A19,0.0,3,0.0
7,B,18405128,18,RC7A20,0.0,3,0.0
7,B,18405128,18,RC7A21,0.0,3,0.0
7,B,18405128,18,RC7A3,0.0,3,0.0
7,B,18405128,18,RC7A30,2.0,3,0.67
7,B,18405128,18,RC7A31,3.0,3,1.0
7,B,18405128,18,RC7A32,3.0,3,1.0
7,B,18405128,18,RC7A4,0.0,3,0.0
7,B,18405128,18,RC7A5,0.0,3,0.0
7,B,18405128,18,RC7A8,0.0,3,0.0
7,B,18609572,24,RC7B1,0.0,3,0.0
7,B,18609572,24,RC7B10,0.0,3,0.0
7,B,18609572,24,RC7B11,0.0,3,0.0
7,B,18609572,24,RC7B12,0.0,3,0.0
7,B,18609572,24,RC7B14,0.0,3,0.0
7,B,18609572,24,RC7B15,0.0,3,0.0
7,B,18609572,24,RC7B16,0.0,3,0.0
7,B,18609572,24,RC7B17,0.0,3,0.0
7,B,18609572,24,RC7B18,0.0,3,0.0
7,B,18609572,24,RC7B19,2.0,3,0.67
7,B,18609572,24,RC7B2,0.0,3,0.0
7,B,18609572,24,RC7B20,0.0,3,0.0
7,B,18609572,24,RC7B21,0.0,3,0.0
7,B,18609572,24,RC7B24,0.0,3,0.0
7,B,18609572,24,RC7B25,0.0,3,0.0
7,B,18609572,24,RC7B26,0.0,3,0.0
7,B,18609572,24,RC7B28,0.0,3,0.0
7,B,18609572,24,RC7B29,2.0,3,0.67
7,B,18609572,24,RC7B3,0.0,3,0.0
7,B,18609572,24,RC7B31,0.0,3,0.0
7,B,18609572,24,RC7B5,0.0,3,0.0
7,B,18609572,24,RC7B6,2.0,3,0.67
7,B,18609572,24,RC7B8,0.0,3,0.0
7,B,18609572,24,RC7B9,3.0,3,1.0
7,D,18432668,30,113H1,1.0,3,0.33
7,D,18432668,30,113H10,2.0,3,0.67
7,D,18432668,30,113H11,3.0,3,1.0
7,D,18432668,30,113H12,1.0,3,0.33
7,D,18432668,30,113H13,1.0,3,0.33
7,D,18432668,30,113H14,0.0,3,0.0
7,D,18432668,30,113H15,0.0,3,0.0
7,D,18432668,30,113H16,2.0,3,0.67
7,D,18432668,30,113H17,1.0,3,0.33
7,D,18432668,30,113H18,2.0,3,0.67
7,D,18432668,30,113H19,2.0,3,0.67
7,D,18432668,30,113H2,2.0,3,0.67
7,D,18432668,30,113H20,2.0,3,0.67
7,D,18432668,30,113H21,1.0,3,0.33
7,D,18432668,30,113H22,0.0,3,0.0
7,D,18432668,30,113H23,0.0,3,0.0
7,D,18432668,30,113H24,2.0,3,0.67
7,D,18432668,30,113H25,0.0,3,0.0
7,D,18432668,30,113H26,0.0,3,0.0
7,D,18432668,30,113H27,2.0,3,0.67
7,D,18432668,30,113H28,1.0,3,0.33
7,D,18432668,30,113H29,3.0,3,1.0
7,D,18432668,30,113H3,1.0,3,0.33
7,D,18432668,30,113H4,1.0,3,0.33
7,D,18432668,30,113H5,2.0,3,0.67
7,D,18432668,30,113H6,1.0,3,0.33
7,D,18432668,30,113H7,2.0,3,0.67
7,D,18432668,30,113H8,0.0,3,0.0
7,D,18432668,30,113H9,1.0,3,0.33
7,D,18432668,30,msboyd114,0.0,3,0.0
7,J,19446011,14,coderkid224,0.0,3,0.0
7,J,19446011,14,coderkid226,2.0,3,0.67
7,J,19446011,14,coderkid231,0.0,3,0.0
7,J,19446011,14,coderkid232,0.0,3,0.0
7,J,19446011,14,coderkid235,2.0,3,0.67
7,J,19446011,14,coderkid236,0.0,3,0.0
7,J,19446011,14,coderkid237,0.0,3,0.0
7,J,19446011,14,coderkid241,0.0,3,0.0
7,J,19446011,14,coderkid244,0.0,3,0.0
7,J,19446011,14,coderkid245,0.0,3,0.0
7,J,19446011,14,coderkid247,0.0,3,0.0
7,J,19446011,14,coderkid250,0.0,3,0.0
7,J,19446011,14,coderkid255,0.0,3,0.0
7,J,19446011,14,coderkid256,2.0,3,0.67
8,D,18401200,25,115H1,1.0,3,0.33
8,D,18401200,25,115H10,2.0,3,0.67
8,D,18401200,25,115H11,2.0,3,0.67
8,D,18401200,25,115H12,0.0,3,0.0
8,D,18401200,25,115H14,2.0,3,0.67
8,D,18401200,25,115H15,0.0,3,0.0
8,D,18401200,25,115H16,0.0,3,0.0
8,D,18401200,25,115H17,0.0,3,0.0
8,D,18401200,25,115H18,0.0,3,0.0
