ID,Error grading project,Vehicle sprite stops when touching another sprite or another color,Vehicle sprite says something or makes a sound when it stops,Vehicle sprite moves across the stage in a looping fashion
10JCL06,0,0,0,0
19JCL06,0,0,0,0
1JCL06,0,0,0,0
20JCL06,0,0,0,0
21JCL06,0,0,0,0
24JCL06,0,0,0,0
25JCL06,0,0,0,0
6JCL06,0,0,0,0
