ID,Error grading project,Car's costume has been changed.,Car stops at something other than the stop sign.,Car says something after it stops.,Changed the speed of the car.
12JCL210,0,0,1,0,0
14JCL210,0,0,0,0,0
18JCL210,0,1,0,0,1
1JCL210,0,0,0,0,0
23JCL210,0,0,0,0,0
25JCL210,0,0,0,0,0
27JCL210,0,0,1,0,1
2JCL210,0,0,0,0,0
30JCL210,0,1,1,0,1
31JCL210,0,0,1,1,0
32JCL210,0,0,0,0,0
3JCL210,0,0,1,0,1
7JCL210,0,0,1,0,1
